2020-11-08T22:40:50.446941+00:00,app[web.1]:,AB_TESTING:,B,1604875249798,0,0,nyelrxgbcg
2020-11-08T22:46:57.083630+00:00,app[web.1]:,AB_TESTING:,B,1604875249798,1604875615829,mp2,nyelrxgbcg
2020-11-08T22:46:57.402673+00:00,app[web.1]:,AB_TESTING:,B,1604875249798,1604875617268,mp2,nyelrxgbcg
2020-11-08T22:46:57.704305+00:00,app[web.1]:,AB_TESTING:,B,1604875249798,1604875617569,mp2,nyelrxgbcg
2020-11-08T22:46:58.012818+00:00,app[web.1]:,AB_TESTING:,B,1604875249798,1604875617878,mp2,nyelrxgbcg
2020-11-08T22:46:58.332348+00:00,app[web.1]:,AB_TESTING:,B,1604875249798,1604875618188,mp3,nyelrxgbcg
2020-11-08T22:46:58.838623+00:00,app[web.1]:,AB_TESTING:,B,1604875249798,1604875618695,mp3,nyelrxgbcg
2020-11-08T22:47:01.811466+00:00,app[web.1]:,AB_TESTING:,C,1604875621671,0,0,nyelrxgbcg
2020-11-08T22:47:04.548672+00:00,app[web.1]:,AB_TESTING:,B,1604875624395,0,0,nyelrxgbcg
2020-11-08T22:47:05.843613+00:00,app[web.1]:,AB_TESTING:,B,1604875624395,1604875625702,mp1,nyelrxgbcg
2020-11-08T22:47:06.153028+00:00,app[web.1]:,AB_TESTING:,B,1604875624395,1604875626018,mp1,nyelrxgbcg
2020-11-08T22:47:06.468917+00:00,app[web.1]:,AB_TESTING:,B,1604875624395,1604875626327,mp1,nyelrxgbcg
2020-11-08T22:47:07.204697+00:00,app[web.1]:,AB_TESTING:,B,1604875624395,1604875627063,mp4,nyelrxgbcg
2020-11-08T22:47:07.476612+00:00,app[web.1]:,AB_TESTING:,B,1604875624395,1604875627337,mp4,nyelrxgbcg
2020-11-08T22:47:07.764916+00:00,app[web.1]:,AB_TESTING:,B,1604875624395,1604875627629,mp4,nyelrxgbcg
2020-11-08T22:47:11.802301+00:00,app[web.1]:,AB_TESTING:,C,1604875631617,0,0,nyelrxgbcg
2020-11-08T22:51:21.088654+00:00,app[web.1]:,AB_TESTING:,A,1604875880941,0,0,nyelrxgbcg
2020-11-08T22:51:32.796548+00:00,app[web.1]:,AB_TESTING:,A,1604875880941,1604875892630,mp2,nyelrxgbcg
2020-11-08T22:51:33.120396+00:00,app[web.1]:,AB_TESTING:,A,1604875880941,1604875892976,mp2,nyelrxgbcg
2020-11-08T22:51:33.391651+00:00,app[web.1]:,AB_TESTING:,A,1604875880941,1604875893255,mp2,nyelrxgbcg
2020-11-08T22:51:33.660024+00:00,app[web.1]:,AB_TESTING:,A,1604875880941,1604875893522,mp2,nyelrxgbcg
2020-11-08T22:51:34.439514+00:00,app[web.1]:,AB_TESTING:,A,1604875880941,1604875894295,mp4,nyelrxgbcg
2020-11-08T22:51:34.710179+00:00,app[web.1]:,AB_TESTING:,A,1604875880941,1604875894573,mp4,nyelrxgbcg
2020-11-08T22:51:34.987335+00:00,app[web.1]:,AB_TESTING:,A,1604875880941,1604875894841,mp4,nyelrxgbcg
2020-11-08T22:51:35.268464+00:00,app[web.1]:,AB_TESTING:,A,1604875880941,1604875895118,mp4,nyelrxgbcg
2020-11-08T22:51:35.562086+00:00,app[web.1]:,AB_TESTING:,A,1604875880941,1604875895399,mp4,nyelrxgbcg
2020-11-08T22:51:35.845367+00:00,app[web.1]:,AB_TESTING:,A,1604875880941,1604875895709,mp4,nyelrxgbcg
2020-11-08T22:51:37.414256+00:00,app[web.1]:,AB_TESTING:,C,1604875897269,0,0,nyelrxgbcg
2020-11-08T22:51:39.476533+00:00,app[web.1]:,AB_TESTING:,A,1604875899308,0,0,nyelrxgbcg
2020-11-08T22:59:19.884504+00:00,app[web.1]:,AB_TESTING:,B,1604876359733,0,0,nyelrxgbcg
2020-11-08T22:59:21.596356+00:00,app[web.1]:,AB_TESTING:,B,1604876359733,1604876361446,mp1,nyelrxgbcg
